"sequence.sequenceID","alignment.name","alignment.displayName","sequence.m49_country.id","sequence.m49_country.display_name","sequence.gb_place_sampled","sequence.location","sequence.collection_year","sequence.earliest_collection_year","sequence.latest_collection_year","sequence.gb_length","sequence.gb_create_date","sequence.gb_update_date","sequence.host","sequence.gb_pubmed_id","sequence.isolate"
"KR534229","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2010,2010,2010,11849,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2789"
"KR534233","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2794"
"KR906760","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Morogoro region","Tanzania: Morogoro region",2010,2010,2010,11920,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2810.1"
"KR906772","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2896.1"
"KR534232","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"06-Nov-15","01-Nov-16","jackal",27774283,"RV2792"
"KR906756","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2799.1"
"KY210267","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3075"
"KR534253","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11922,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2903"
"KR906773","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2900.1"
"KY210276","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Bos taurus",NA,"rv3088"
"KY210244","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11858,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv2888"
"KY210226","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11920,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv2859"
"KY210305","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Hyena",NA,"rv3145"
"KR906792","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV3123.1"
"KY210297","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Ovis aries",NA,"rv3129"
"KY210298","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11920,"03-Dec-17","03-Dec-17","Capra hircus",NA,"rv3130"
"KY210265","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3073"
"KY210273","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3085"
"KY210248","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3050"
"KY210262","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Capra hircus",NA,"rv3070"
"AB572988","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Lusaka province","Zambia: Lusaka province",2000,2000,2000,609,"25-Jan-11","17-Feb-12","Canis lupus familiaris",21930165,"410_00_zambia_dog_2000"
"KR906749","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Pemba island","Tanzania: Pemba island",2010,2010,2010,11878,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2777.1"
"LC380161","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Copperbelt, Ndola","Zambia: Copperbelt, Ndola",1999,1999,1999,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"32_DOG_CBP_1999"
"LC380162","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Copperbelt, Ndola","Zambia: Copperbelt, Ndola",1999,1999,1999,609,"10-Aug-19","10-Aug-19","Homo sapiens",31267444,"35_HUMAN_CBP_1999"
"LC380163","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Copperbelt, Ndola","Zambia: Copperbelt, Ndola",1999,1999,1999,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"45_DOG_CBP_1999"
"LC380172","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Central, Kabwe","Zambia: Central, Kabwe",2003,2003,2003,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"37_DOG_CP_2003"
"LC380197","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Lusaka, Lusaka","Zambia: Lusaka, Lusaka",1999,1999,1999,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"42_DOG_LSK_1999"
"LT909536","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","KEN","Kenya",NA,"Kenya: -",2001,NA,2018,11923,"29-Jan-18","29-Jan-18","Canis lupus familiaris",NA,"13471"
"LC380195","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Lusaka, Lusaka","Zambia: Lusaka, Lusaka",2001,2001,2001,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"13_DOG_LSK_2001"
"LC380186","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Nchelenge","Zambia: Luapula, Nchelenge",2013,2013,2013,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"3_DOG_LP_2013"
"MN726835","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Pemba Island","Tanzania: -",2017,2017,2017,11559,"25-Dec-19","25-Dec-19","Canis lupus familiaris",NA,"PM018"
"KR906780","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11920,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV3104.1"
"KY210286","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11922,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3103"
"KY210308","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11875,"03-Dec-17","03-Dec-17","Bos taurus",NA,"rv3151"
"KR906781","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"17-Apr-16","17-Apr-16","unknown",NA,"RV3107.1"
"KY210295","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3122"
"KY210296","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3124"
"KY210288","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11922,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3109"
"KR906745","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Pwani region","Tanzania: Pwani region",2010,2010,2010,11914,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2773.1"
"LC380165","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Copperbelt, Ndola","Zambia: Copperbelt, Ndola",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Bos taurus",31267444,"65_COW_CBP_2014"
"KR906778","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11914,"17-Apr-16","17-Apr-16","unknown",NA,"RV3093.1"
"LC380193","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Kawambwa","Zambia: Luapula, Kawambwa",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"69_DOG_LP_2014"
"KY210278","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11920,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3092"
"KY210268","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Bos taurus",NA,"rv3078"
"MN726815","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania",NA,"Tanzania: -",2015,2015,2015,11869,"25-Dec-19","25-Dec-19","Canis mesomelas",NA,"SD577"
"LC380177","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Central, Kabwe","Zambia: Central, Kabwe",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"70_DOG_CP_2014"
"LC380199","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Lusaka, Lusaka","Zambia: Lusaka, Lusaka",2015,2015,2015,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"C12_DOG_LSK_2015"
"LC380207","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","North-Western, Mongu","Zambia: North-Western, Mongu",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"60_DOG_NWP_2014"
"LC380188","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Mbala","Zambia: Luapula, Mbala",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"17_DOG_LP_2014"
"MN726820","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania",NA,"Tanzania: -",2017,2017,2017,11819,"25-Dec-19","25-Dec-19","Felis catus",NA,"SD683"
"RAB12002_15-06-2012_Pemba","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Pemba Island","Tanzania: Pemba Island",2012,2012,2012,11923,NA,NA,NA,NA,"Rab12002"
"RAB12005_09-05-2012_Pemba","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Pemba Island","Tanzania: Pemba Island",2012,2012,2012,11923,NA,NA,NA,NA,"RAB12005"
"RAB12039_24-08-2011_Pemba","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Pemba Island","Tanzania: Pemba Island",2011,2011,2011,11923,NA,NA,NA,NA,"RAB12039"
"RV3229_05-01-2015_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2015,2015,2015,11923,NA,NA,NA,NA,"RV3229"
"RV3240_22-05-2015_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2015,2015,2015,11923,NA,NA,NA,NA,"RV3240"
"RV3253_04-06-2015_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2015,2015,2015,11914,NA,NA,NA,NA,"RV3253"
"SD635_07-06-2016_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2016,2016,2016,11857,NA,NA,NA,NA,"SD635"
"SD643_14-05-2017_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2017,2017,2017,11919,NA,NA,NA,NA,"SD643"
"SD647_18-08-2016_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2016,2016,2016,11582,NA,NA,NA,NA,"SD647"
"SUB7101_24-09-2015_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2015,2015,2015,11892,NA,NA,NA,NA,"SUB7101"
"KY210287","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11873,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3105"
"KR906775","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11854,"17-Apr-16","17-Apr-16","unknown",NA,"RV2902.1"
"LC380212","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Southern, Monze","Zambia: Southern, Monze",2000,2000,2000,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"55_DOG_SP_2000"
"LC380187","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Mwense","Zambia: Luapula, Mwense",2012,2012,2012,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"11_DOG_LP_2012"
"LC380192","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Samfya","Zambia: Luapula, Samfya",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis Adustus",31267444,"64_JACKAL_LP_2014"
"LC380203","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Northern, Kasama","Zambia: Northern, Kasama",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"68_DOG_NP_2014"
"MN726808","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania",NA,"Tanzania: -",2016,2016,2016,11806,"25-Dec-19","25-Dec-19","Canis lupus familiaris",NA,"SD622"
"LC380173","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Central, Kabwe","Zambia: Central, Kabwe",2000,2000,2000,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"41_DOG_CP_2000"
"MN726825","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania",NA,"Tanzania: -",2015,2015,2015,11732,"25-Dec-19","25-Dec-19","Canis mesomelas",NA,"SD577SG"
"KR906788","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11919,"17-Apr-16","17-Apr-16","Bos taurus",NA,"RV3132.1"
"LC380200","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Muchinga, Isoka","Zambia: Muchinga, Isoka",2007,2007,2007,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"T19_DOG_MP_2007"
"LC380201","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Northern, Kasama","Zambia: Northern, Kasama",2013,2013,2013,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"30_DOG_NP_2013"
"LC380202","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Northern, Kasama","Zambia: Northern, Kasama",2005,2005,2005,609,"10-Aug-19","10-Aug-19","Sus scrofa",31267444,"54_PIG_NP_2005"
"KR906786","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"17-Apr-16","17-Apr-16","Sus scrofa",NA,"RV3128.1"
"KY210275","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11914,"03-Dec-17","03-Dec-17","Bos taurus",NA,"rv3087"
"LC380190","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Mansa","Zambia: Luapula, Mansa",2013,2013,2013,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"28_DOG_LP_2013"
"LC380191","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Luapula, Mansa","Zambia: Luapula, Mansa",2014,2014,2014,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"56_DOG_LP_2014"
"LC380196","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","Lusaka, Lusaka","Zambia: Lusaka, Lusaka",2013,2013,2013,609,"10-Aug-19","10-Aug-19","Bos taurus",31267444,"21_COW_LSK_2013"
"LC380206","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZMB","Zambia","North-Western, Zambezi","Zambia: North-Western, Zambezi",2000,2000,2000,609,"10-Aug-19","10-Aug-19","Canis lupus familiaris",31267444,"50_DOG_NWP_2000"
"MN726818","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania",NA,"Tanzania: -",2015,2015,2015,11869,"25-Dec-19","25-Dec-19","Canis lupus familiaris",NA,"SD601"
"LC029889","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","UGA","Uganda",NA,"Uganda: -",2009,2009,2009,11923,"07-Apr-15","07-Apr-15","Felis catus",NA,"UGbv13"
"SD670_11-04-2017_Serengeti","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2017,2017,2017,11868,NA,NA,NA,NA,"SD670"
"KR534219","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2007,2007,2007,11923,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2492"
"KR906734","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2008,2008,2008,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2495.1"
"KR534251","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2898"
"KR906774","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11921,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2901.1"
"KY210281","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3097"
"KY210282","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11869,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3098"
"KY210306","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Civet",NA,"rv3146"
"KR534228","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2010,2010,2010,11914,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2788"
"KR534231","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2010,2010,2010,11884,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2791"
"KR534234","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"06-Nov-15","01-Nov-16","Bos taurus",27774283,"RV2795"
"KR534238","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11867,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2800"
"KY210285","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Capra hircus",NA,"rv3102"
"KR906785","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11922,"17-Apr-16","17-Apr-16","unknown",NA,"RV3127.1"
"KR906743","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Dar es Salaam","Tanzania: Dar es Salaam",2010,2010,2010,11914,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2770.1"
"KY210280","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3096"
"KR906744","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Iringa region","Tanzania: Iringa region",2010,2010,2010,11914,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2771.1"
"KR534252","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2899"
"KR906779","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11920,"17-Apr-16","17-Apr-16","Bos taurus",NA,"RV3100.1"
"KY210309","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2012,2012,2012,11906,"03-Dec-17","03-Dec-17","not available",NA,"rv3152"
"DQ900575","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Loliondo","Tanzania: Loliondo",2003,2003,2003,398,"19-Jun-07","14-Jul-16","Canis familiaris",17609187,"A04-4995"
"KR906739","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Arusha Region","Tanzania: Arusha Region",2004,2004,2004,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2502.1"
"KY210223","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2007,2007,2007,11914,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv2497"
"KC792032","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","KEN","Kenya",NA,"Kenya: -",2011,2011,2011,1572,"18-Jun-13","18-Jun-13","zebra",NA,"A11_6212"
"KY210279","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11903,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3094"
"KR534230","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2010,2010,2010,11885,"06-Nov-15","01-Nov-16","Canis familiaris",27774283,"RV2790"
"KR906776","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11923,"17-Apr-16","17-Apr-16","Canis familiaris",NA,"RV2907.1"
"KY210237","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2011,2011,2011,11920,"03-Dec-17","03-Dec-17","Bos taurus",NA,"rv2881"
"KY210257","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","TZA","Tanzania","Serengeti District","Tanzania: Serengeti District",2013,2013,2013,11923,"03-Dec-17","03-Dec-17","Canis familiaris",NA,"rv3063"
