"District","Shehia","subvillage","vacc_date","dogs_vaccinated","Cats_vaccinated","total_dog_estimate","DW"
"Micheweni","Chimba","Chimba","6/8/2019",5,0,5,"Micheweni_Chimba"
"Micheweni","Chimba","Bule","6/8/2019",2,0,2,"Micheweni_Chimba"
"Micheweni","Chimba","Chimba","6/8/2019",2,0,2,"Micheweni_Chimba"
"Micheweni","Msuka Magharibi","Chnajaani","6/8/2019",2,2,3,"Micheweni_Msuka Magharibi"
"Micheweni","Msuka Magharibi","Sijuu","6/8/2019",5,0,5,"Micheweni_Msuka Magharibi"
"Micheweni","Msuka Magharibi","Ntongwe","6/8/2019",1,0,2,"Micheweni_Msuka Magharibi"
"Micheweni","Msuka Magharibi","Msuka","6/8/2019",5,0,5,"Micheweni_Msuka Magharibi"
"Micheweni","Msuka Magharibi","Taponi","6/8/2019",6,0,6,"Micheweni_Msuka Magharibi"
"Micheweni","Msuka Magharibi","Mtongwe","6/8/2019",1,0,1,"Micheweni_Msuka Magharibi"
"Micheweni","Msuka Mashariki","Kigongo","6/8/2019",4,0,4,"Micheweni_Msuka Mashariki"
"Micheweni","Msuka Mashariki","Kigongo","6/8/2019",4,0,4,"Micheweni_Msuka Mashariki"
"Micheweni","Msuka Mashariki","Kigongo","6/8/2019",6,0,6,"Micheweni_Msuka Mashariki"
"Micheweni","Wingwi Mapofu","Ruwi","6/8/2019",2,0,3,"Micheweni_Wingwi Mapofu"
"Micheweni","Wingwi Mapofu","Kinazini","6/8/2019",1,0,1,"Micheweni_Wingwi Mapofu"
"Micheweni","Wingwi Mapofu","Mapofu","6/8/2019",1,0,1,"Micheweni_Wingwi Mapofu"
"Micheweni","Wingwi Mapofu","Mapofu","6/8/2019",6,0,11,"Micheweni_Wingwi Mapofu"
"Micheweni","Wingwi Mapofu","Mapofu","6/8/2019",1,0,1,"Micheweni_Wingwi Mapofu"
"Micheweni","Wingwi Mapofu","Kilindini","6/8/2019",6,3,6,"Micheweni_Wingwi Mapofu"
"Micheweni","Msuka Magharibi","Mtoni","6/8/2019",2,0,2,"Micheweni_Msuka Magharibi"
"Micheweni","Makangale","Mishelini","7/8/2019",5,0,5,"Micheweni_Makangale"
"Micheweni","Makangale","Pemba Paradise","7/8/2019",1,0,2,"Micheweni_Makangale"
"Micheweni","Makangale","Jiwe moja","7/8/2019",2,0,2,"Micheweni_Makangale"
"Micheweni","Makangale","Mishelini","7/8/2019",1,0,1,"Micheweni_Makangale"
"Micheweni","Makangale","Mishelini","7/8/2019",1,0,1,"Micheweni_Makangale"
"Micheweni","Makangale","Mishelini","7/8/2019",3,0,4,"Micheweni_Makangale"
"Micheweni","Makangale","Sokoni","7/8/2019",4,0,4,"Micheweni_Makangale"
"Micheweni","Makangale","Mkwasa","7/8/2019",1,0,2,"Micheweni_Makangale"
"Micheweni","Makangale","Upembani","7/8/2019",4,0,4,"Micheweni_Makangale"
"Micheweni","Maziwa Ng'ombe","kiuyu","7/8/2019",4,0,4,"Micheweni_Maziwa Ng'ombe"
"Micheweni","Maziwa Ng'ombe","kiuyu","7/8/2019",4,0,4,"Micheweni_Maziwa Ng'ombe"
"Micheweni","Maziwa Ng'ombe","kiuyu","7/8/2019",3,0,4,"Micheweni_Maziwa Ng'ombe"
"Micheweni","Maziwa Ng'ombe","Ma. Ngombe","7/8/2019",2,0,2,"Micheweni_Maziwa Ng'ombe"
"Micheweni","Maziwa Ng'ombe","Ma. Ngombe","7/8/2019",2,0,2,"Micheweni_Maziwa Ng'ombe"
"Micheweni","Tondooni","Makangale","7/8/2019",2,0,4,"Micheweni_Tondooni"
"Micheweni","Tondooni","Makangale","7/8/2019",2,0,3,"Micheweni_Tondooni"
"Micheweni","Mtemani","Mtemani","7/8/2019",2,0,2,"Micheweni_Mtemani"
"Micheweni","Mtemani","Mtemani","7/8/2019",3,0,5,"Micheweni_Mtemani"
"Micheweni","Wingwi Njuguni","Michungani","7/8/2019",6,0,7,"Micheweni_Wingwi Njuguni"
"Micheweni","Shumba Viamboni","Uwondwe","8/8/2019",2,0,2,"Micheweni_Shumba Viamboni"
"Micheweni","Tondooni","Tondooni","8/8/2019",1,0,5,"Micheweni_Tondooni"
"Micheweni","Tondooni","Tondooni","8/8/2019",2,0,2,"Micheweni_Tondooni"
"Micheweni","Tondooni","Tondooni","8/8/2019",2,0,2,"Micheweni_Tondooni"
"Micheweni","Tondooni","Tondooni","8/8/2019",1,0,2,"Micheweni_Tondooni"
"Micheweni","Makangale","Kwa Wamanga","8/8/2019",2,0,2,"Micheweni_Makangale"
"Micheweni","Makangale","Minarani","8/8/2019",2,0,2,"Micheweni_Makangale"
"Wete","Kipangani","Kipangani Chini","20/08/2019",3,2,3,"Wete_Kipangani"
"Wete","Selem","Kitutia","20/08/2019",1,0,1,"Wete_Selem"
"Wete","Selem","Selemu","20/08/2019",3,0,3,"Wete_Selem"
"Wete","Bopwe","Bopwe","20/08/2019",7,0,10,"Wete_Bopwe"
"Wete","Bopwe","Zaire","20/08/2019",5,0,5,"Wete_Bopwe"
"Wete","Jadida","Chasas","20/08/2019",3,0,3,"Wete_Jadida"
"Wete","Mtambwe Kaskazini","Mchangani","20/08/2019",3,0,3,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","ukunguni","20/08/2019",3,0,3,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","ukunguni","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mchangani","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Miembe Miziz","20/08/2019",6,0,6,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kinyasini","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kele","20/08/2019",7,0,7,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kele","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mt. Mkuu","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Jambaji","20/08/2019",4,0,4,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Nyali","20/08/2019",3,0,3,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Nyali","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mchangani","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Nyali","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Uwondwe","20/08/2019",3,0,3,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kwa Nuhu","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",3,0,3,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Jambaji","20/08/2019",7,0,7,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Jambaji","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Jambaji","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kidundo","20/08/2019",7,0,7,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kidundo","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Kidundo","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Jambaji","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Keche","20/08/2019",1,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Uwondwe Hosp","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",1,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",1,0,6,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",2,0,2,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mchangani","20/08/2019",5,0,5,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kaskazini","Mpakanjia","20/08/2019",2,0,1,"Wete_Mtambwe Kaskazini"
"Wete","Mtambwe Kusini","Kinazini","20/08/2019",1,0,1,"Wete_Mtambwe Kusini"
"Wete","Mtambwe Kusini","Kinazini","20/08/2019",1,0,1,"Wete_Mtambwe Kusini"
"Wete","Mtambwe Kusini","Bwagamoyo","20/08/2019",3,0,4,"Wete_Mtambwe Kusini"
"Wete","Limbani","Limbani","20/08/2019",3,0,3,"Wete_Limbani"
"Wete","Limbani","Limbani","20/08/2019",3,0,3,"Wete_Limbani"
"Wete","Limbani","Mikindani","20/08/2019",1,0,2,"Wete_Limbani"
"Wete","Limbani","Mikindani","20/08/2019",1,0,1,"Wete_Limbani"
"Wete","Utaani","Utaani","20/08/2019",3,0,3,"Wete_Utaani"
"Wete","Kizimbani","Baghani","20/08/2019",2,0,5,"Wete_Kizimbani"
"Wete","Kizimbani","Kizimbani","20/08/2019",4,0,4,"Wete_Kizimbani"
"Wete","Kizimbani","Uzunguni","20/08/2019",1,0,1,"Wete_Kizimbani"
"Wete","Kizimbani","Uzunguni","20/08/2019",2,0,2,"Wete_Kizimbani"
"Wete","Kizimbani","K.skuli","20/08/2019",2,0,2,"Wete_Kizimbani"
"Wete","Gando","Chokaani","20/08/2019",2,0,2,"Wete_Gando"
"Wete","Gando","Madenjani","20/08/2019",3,0,3,"Wete_Gando"
"Wete","Gando","Bagamoyo","20/08/2019",3,0,3,"Wete_Gando"
"Wete","Gando","Sokoni","20/08/2019",4,0,4,"Wete_Gando"
"Wete","Gando","Mabandani","20/08/2019",10,0,10,"Wete_Gando"
"Wete","Gando","Raha","20/08/2019",5,0,8,"Wete_Gando"
"Wete","Pandani","Kilimni","20/08/2019",2,0,2,"Wete_Pandani"
"Wete","Pandani","Kilimni","20/08/2019",2,0,2,"Wete_Pandani"
"Wete","Pandani","Mvimbe","20/08/2019",7,0,7,"Wete_Pandani"
"Wete","Pandani","Mvimbe","20/08/2019",10,0,10,"Wete_Pandani"
"Wete","Pandani","Mvimbe","20/08/2019",1,0,1,"Wete_Pandani"
"Wete","Pandani","Kwamwewe","20/08/2019",7,0,7,"Wete_Pandani"
"Wete","Pandani","Mlindo","20/08/2019",4,0,4,"Wete_Pandani"
"Wete","Pandani","Mtemani","20/08/2019",4,0,4,"Wete_Pandani"
"Wete","Pandani","Masipa","20/08/2019",5,0,5,"Wete_Pandani"
"Wete","Pandani","Pandani","20/08/2019",1,0,1,"Wete_Pandani"
"Micheweni","Finya","Finya","21/08/2019",3,0,6,"Micheweni_Finya"
"Micheweni","Finya","Finya","21/08/2019",3,0,3,"Micheweni_Finya"
"Micheweni","Finya","Finya","21/08/2019",3,0,7,"Micheweni_Finya"
"Micheweni","Finya","Finya","21/08/2019",3,0,4,"Micheweni_Finya"
"Micheweni","Finya","Finya","21/08/2019",2,0,3,"Micheweni_Finya"
"Micheweni","Finya","Finya","21/08/2019",8,0,8,"Micheweni_Finya"
"Micheweni","Finya","Selemu Finya","21/08/2019",1,0,1,"Micheweni_Finya"
"Micheweni","Finya","Baharen","21/08/2019",1,0,1,"Micheweni_Finya"
"Micheweni","Finya","Baharen","21/08/2019",3,0,3,"Micheweni_Finya"
"Wete","Pandani","Mlindo","21/08/2019",4,0,4,"Wete_Pandani"
"Wete","Pandani","Mlindo","21/08/2019",9,0,10,"Wete_Pandani"
"Wete","Pandani","Kiungoni","21/08/2019",3,0,3,"Wete_Pandani"
"Wete","Pandani","Jenga yako","21/08/2019",6,0,6,"Wete_Pandani"
"Micheweni","Kinyasini","Ranguni","21/08/2019",2,0,5,"Micheweni_Kinyasini"
"Micheweni","Kinyasini","Taifu","21/08/2019",2,0,3,"Micheweni_Kinyasini"
"Micheweni","Kinyasini","Makundeni","21/08/2019",3,0,4,"Micheweni_Kinyasini"
"Micheweni","Kinyasini","Kinyasini","21/08/2019",4,0,4,"Micheweni_Kinyasini"
"Micheweni","Kinyasini","Bungala","21/08/2019",2,0,3,"Micheweni_Kinyasini"
"Micheweni","Mgogoni","Mgogoni","21/08/2019",2,0,2,"Micheweni_Mgogoni"
"Micheweni","Mgogoni","Mgogoni","21/08/2019",2,0,2,"Micheweni_Mgogoni"
"Micheweni","Mgogoni","Mgogoni","21/08/2019",3,0,3,"Micheweni_Mgogoni"
"Wete","Chwale","Madenjani","21/08/2019",1,0,1,"Wete_Chwale"
"Wete","Chwale","Mwane","21/08/2019",4,0,4,"Wete_Chwale"
"Wete","Chwale","Kigawani","21/08/2019",7,0,7,"Wete_Chwale"
"Wete","Chwale","Mchangani","21/08/2019",7,0,7,"Wete_Chwale"
"Wete","Chwale","Masota","21/08/2019",4,0,4,"Wete_Chwale"
"Wete","Chwale","Sokoni","21/08/2019",2,0,2,"Wete_Chwale"
"Wete","Chwale","Mwane","21/08/2019",5,0,6,"Wete_Chwale"
"Wete","Chwale","Rige","21/08/2019",4,0,4,"Wete_Chwale"
"Wete","Piki","Tundwa","21/08/2019",3,0,3,"Wete_Piki"
"Wete","Piki","Tundwa","21/08/2019",3,0,3,"Wete_Piki"
"Wete","Piki","Tundwa","21/08/2019",3,0,3,"Wete_Piki"
"Wete","Piki","Tundwa","21/08/2019",2,0,2,"Wete_Piki"
"Wete","Piki","Piki","21/08/2019",2,0,2,"Wete_Piki"
"Wete","Piki","Tandavili","21/08/2019",7,0,10,"Wete_Piki"
"Wete","Piki","Bwagamoyo","21/08/2019",2,0,2,"Wete_Piki"
"Wete","Mzambarauni Takao","Krosini","21/08/2019",2,0,2,"Wete_Mzambarauni Takao"
"Wete","Mzambarauni Takao","Machengwe","21/08/2019",2,0,2,"Wete_Mzambarauni Takao"
"Wete","Pembeni","Pembeni","21/08/2019",4,0,4,"Wete_Pembeni"
"Wete","Pembeni","Pembeni","21/08/2019",2,0,2,"Wete_Pembeni"
"Wete","Pembeni","Pembeni","21/08/2019",3,0,3,"Wete_Pembeni"
"Wete","Pembeni","Pembeni","21/08/2019",8,0,8,"Wete_Pembeni"
"Wete","Pembeni","Pembeni","21/08/2019",2,0,2,"Wete_Pembeni"
"Wete","Pembeni","Pembeni","21/08/2019",2,0,2,"Wete_Pembeni"
"Wete","Shengejuu","Shengejuu","22/08/2019",6,0,6,"Wete_Shengejuu"
"Wete","Shengejuu","Shengejuu","22/08/2019",3,0,4,"Wete_Shengejuu"
"Wete","Shengejuu","Pembeni","22/08/2019",1,0,2,"Wete_Shengejuu"
"Wete","Kangagani","Kangagani","22/08/2019",5,0,5,"Wete_Kangagani"
"Wete","Kiuyu Kigongoni","Mjini Kiuyu","22/08/2019",6,0,6,"Wete_Kiuyu Kigongoni"
"Wete","Kiuyu Kigongoni","Kigongoni","22/08/2019",2,0,2,"Wete_Kiuyu Kigongoni"
"Wete","Kojani","Shule Mpya","22/08/2019",1,0,1,"Wete_Kojani"
"Wete","Mpambani","Mpambani","22/08/2019",1,0,2,"Wete_Mpambani"
"Wete","Mpambani","Mpambani","22/08/2019",6,0,6,"Wete_Mpambani"
"Wete","Kambini","Bondeni","22/08/2019",5,0,7,"Wete_Kambini"
"Wete","Maziwani","Kiguweni","22/08/2019",2,0,2,"Wete_Maziwani"
"Wete","Maziwani","Ukonga","22/08/2019",1,0,1,"Wete_Maziwani"
"Wete","Kisiwani","M.Moja","22/08/2019",4,0,5,"Wete_Kisiwani"
"Wete","Kisiwani","Kisiwani","22/08/2019",6,0,6,"Wete_Kisiwani"
"Wete","Kisiwani","Kisiwani","22/08/2019",1,0,1,"Wete_Kisiwani"
"Wete","Kisiwani","Kisiwani","22/08/2019",4,0,5,"Wete_Kisiwani"
"Wete","Kinyikani","Kinyikani","22/08/2019",3,0,4,"Wete_Kinyikani"
"Wete","Kinyikani","Kinyikani","22/08/2019",1,0,1,"Wete_Kinyikani"
"Wete","Kinyikani","Kinyikani","22/08/2019",4,0,4,"Wete_Kinyikani"
"Wete","Kinyikani","Kichakani","22/08/2019",4,0,4,"Wete_Kinyikani"
"Wete","Kinyikani","Hindi","22/08/2019",3,0,3,"Wete_Kinyikani"
"Wete","Kinyikani","Hindi","22/08/2019",2,0,2,"Wete_Kinyikani"
"Wete","Kiungoni","Kiungoni","23/08/2019",5,0,5,"Wete_Kiungoni"
"Wete","Kiungoni","Kiungoni","23/08/2019",4,0,4,"Wete_Kiungoni"
"Wete","Kiungoni","Kiungoni","23/08/2019",5,0,5,"Wete_Kiungoni"
"Micheweni","Wingwi Mjananza","Mjananza","23/08/2019",6,0,6,"Micheweni_Wingwi Mjananza"
"Micheweni","Wingwi Mjananza","Kilimni","23/08/2019",3,0,3,"Micheweni_Wingwi Mjananza"
"Wete","Ukunjwi","Chanjaani","23/08/2019",3,0,4,"Wete_Ukunjwi"
"Wete","Ukunjwi","Ukunjwi","23/08/2019",3,0,3,"Wete_Ukunjwi"
"Wete","Ukunjwi","Ukunjwi","23/08/2019",2,0,2,"Wete_Ukunjwi"
"Wete","Ukunjwi","Ukunjwi","23/08/2019",2,0,4,"Wete_Ukunjwi"
"Wete","Ukunjwi","Ukunjwi","23/08/2019",2,0,4,"Wete_Ukunjwi"
"Wete","Ukunjwi","Chozi","23/08/2019",4,0,4,"Wete_Ukunjwi"
"Wete","Ukunjwi","Ukunjwi","23/08/2019",5,0,5,"Wete_Ukunjwi"
"Wete","Ukunjwi","Lawa lawa","23/08/2019",1,0,1,"Wete_Ukunjwi"
"Wete","Mzambarauni Takao","Machengwe","23/08/2019",2,0,3,"Wete_Mzambarauni Takao"
"Wete","Mzambarauni Takao","M. Takao","23/08/2019",2,0,3,"Wete_Mzambarauni Takao"
"Wete","Fundo","Fundo Mabaani","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",6,0,8,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",3,0,3,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",3,0,3,"Wete_Fundo"
"Wete","Fundo","Kimeleani","24/08/2019",3,0,4,"Wete_Fundo"
"Wete","Fundo","Kimeleani","24/08/2019",1,0,3,"Wete_Fundo"
"Wete","Fundo","Kimeleani","24/08/2019",1,0,3,"Wete_Fundo"
"Wete","Fundo","Fundo Ndooni","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Ngadu","24/08/2019",3,0,3,"Wete_Fundo"
"Wete","Fundo","Ngadu","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Ngadu","24/08/2019",6,0,6,"Wete_Fundo"
"Wete","Fundo","Ngadu","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Ngadu","24/08/2019",1,0,1,"Wete_Fundo"
"Wete","Fundo","Ngadu","24/08/2019",3,0,3,"Wete_Fundo"
"Mkoani","Minazini","","8/1/2010",6,0,0,"Mkoani_Minazini"
"Mkoani","Jombwe","","8/1/2010",7,0,0,"Mkoani_Jombwe"
"Mkoani","Kengeja","","9/1/2010",6,0,0,"Mkoani_Kengeja"
"Chake Chake","Dodo","","9/1/2010",11,0,0,"Chake Chake_Dodo"
"Mkoani","Muambe","","9/1/2010",9,0,0,"Mkoani_Muambe"
"Mkoani","Makombeni","","10/1/2010",5,0,0,"Mkoani_Makombeni"
"Mkoani","Ukutini","","10/1/2010",3,0,0,"Mkoani_Ukutini"
"Mkoani","Stahabu","","11/1/2010",8,0,0,"Mkoani_Stahabu"
"Mkoani","Michenzani","","8/1/2010",6,0,0,"Mkoani_Michenzani"
"Mkoani","Mjimbini","","9/1/2010",10,0,0,"Mkoani_Mjimbini"
"Mkoani","Mkanyageni","","9/1/2010",7,0,0,"Mkoani_Mkanyageni"
"Mkoani","Ngwachani","","10/1/2010",13,0,0,"Mkoani_Ngwachani"
"Mkoani","Kangani","","11/1/2010",8,0,0,"Mkoani_Kangani"
"Mkoani","Mizingani","","11/1/2010",12,0,0,"Mkoani_Mizingani"
"Mkoani","Chumbageni","","9/1/2010",13,0,0,"Mkoani_Chumbageni"
"Mkoani","Kengeja","","9/1/2010",15,0,0,"Mkoani_Kengeja"
"Chake Chake","Kibokoni","","9/1/2010",9,0,0,"Chake Chake_Kibokoni"
"Chake Chake","Pujini","","10/1/2010",7,0,0,"Chake Chake_Pujini"
"Chake Chake","Wesha","","8/1/2010",8,0,0,"Chake Chake_Wesha"
"Chake Chake","Ng'ambwa","","8/1/2010",8,0,0,"Chake Chake_Ng'ambwa"
"Chake Chake","Dodo","","8/1/2010",10,0,0,"Chake Chake_Dodo"
"Chake Chake","Kichungwani","","8/1/2010",14,0,0,"Chake Chake_Kichungwani"
"Chake Chake","Mvumoni","","8/1/2010",13,0,0,"Chake Chake_Mvumoni"
"Chake Chake","Chanjaani","","8/1/2010",15,0,0,"Chake Chake_Chanjaani"
"Chake Chake","Matale","","9/1/2010",37,0,0,"Chake Chake_Matale"
"Wete","Mjini Ole","","9/1/2010",9,0,0,"Wete_Mjini Ole"
"Wete","Mchanga Mdogo","","9/1/2010",9,0,0,"Wete_Mchanga Mdogo"
"Wete","Ole","","9/1/2010",24,0,0,"Wete_Ole"
"Chake Chake","Uwandani","","9/1/2010",12,0,0,"Chake Chake_Uwandani"
"Chake Chake","Chonga","","9/1/2010",13,0,0,"Chake Chake_Chonga"
"Chake Chake","Mgogoni","","11/1/2010",18,0,0,"Chake Chake_Mgogoni"
"Chake Chake","Vitongoji","","11/1/2010",15,0,0,"Chake Chake_Vitongoji"
"Chake Chake","Ng'ambwa","","11/1/2010",14,0,0,"Chake Chake_Ng'ambwa"
"Chake Chake","Ndagoni","","9/1/2010",16,0,0,"Chake Chake_Ndagoni"
"Chake Chake","Wawi","","9/1/2010",40,0,0,"Chake Chake_Wawi"
"Chake Chake","Ziwani","","9/1/2010",22,0,0,"Chake Chake_Ziwani"
"Micheweni","Tumbe Magharibi","","9/1/2010",21,0,0,"Micheweni_Tumbe Magharibi"
"Micheweni","Mihogoni","","11/1/2010",8,0,0,"Micheweni_Mihogoni"
"Micheweni","Wingwi Mapofu","","9/1/2010",10,0,0,"Micheweni_Wingwi Mapofu"
"Micheweni","Konde","","10/1/2010",7,0,0,"Micheweni_Konde"
"Micheweni","Konde","","10/1/2010",14,0,0,"Micheweni_Konde"
"Wete","Gando","","9/1/2010",16,0,0,"Wete_Gando"
"Micheweni","Kinyasini","","9/1/2010",11,0,0,"Micheweni_Kinyasini"
"Wete","Mtambwe Kaskazini","","9/1/2010",25,0,0,"Wete_Mtambwe Kaskazini"
"Wete","Kisiwani","","10/1/2010",9,0,0,"Wete_Kisiwani"
"Wete","Pandani","","10/1/2010",12,0,0,"Wete_Pandani"
"Wete","Piki","","9/1/2010",13,0,0,"Wete_Piki"
"Micheweni","Mgogoni","","9/1/2010",18,0,0,"Micheweni_Mgogoni"
"Micheweni","Finya","","10/1/2010",12,0,0,"Micheweni_Finya"
"Wete","Limbani","","10/1/2010",10,0,0,"Wete_Limbani"
"Wete","Pandani","","11/1/2010",18,0,0,"Wete_Pandani"
"Wete","Shengejuu","","10/1/2010",12,0,0,"Wete_Shengejuu"
"Wete","Mzambarauni Takao","","10/1/2010",11,0,0,"Wete_Mzambarauni Takao"
"Wete","Junguni","","11/1/2010",18,0,0,"Wete_Junguni"
"Wete","Fundo","","11/1/2010",8,0,0,"Wete_Fundo"
